,index_seg,art,outdoors and recreation,retail shop,professional service,food,nightlife spot,residence,schools&university,cycling facilities,transportation,total
263,276,0,0,0,0,1,1,0,0,0,2,4
264,277,0,0,0,0,0,1,0,1,0,1,3
265,278,0,1,0,0,0,0,1,1,0,1,4
266,279,0,0,0,1,1,1,0,1,0,4,8
267,280,0,0,0,3,0,1,0,0,0,4,8
268,281,0,0,0,1,0,1,0,0,0,3,5
269,282,0,0,0,1,0,0,1,0,0,3,5
270,283,0,1,0,0,0,0,1,0,1,2,5
271,284,0,0,1,0,0,0,2,0,0,2,5
272,285,0,0,0,0,1,0,0,0,0,0,1
273,286,0,0,0,0,1,0,0,0,0,0,1
274,287,1,0,0,0,1,0,1,0,1,1,5
275,288,1,0,0,0,1,0,1,0,1,1,5
276,289,1,1,0,0,1,0,1,0,1,1,6
277,290,0,1,0,0,1,2,1,0,1,1,7
278,291,0,0,0,0,1,0,0,0,0,0,1
279,292,0,0,0,1,0,0,0,1,0,0,2
280,293,0,1,0,1,1,1,0,1,0,0,5
281,294,0,1,0,0,0,0,0,0,0,0,1
282,296,0,0,0,0,1,0,0,0,0,0,1
283,297,0,0,0,0,1,2,1,0,0,2,6
284,298,0,1,1,0,0,0,0,0,0,1,3
285,299,0,0,0,0,0,0,0,0,1,1,2
286,300,0,1,0,0,0,3,0,1,2,3,10
287,301,0,0,0,0,0,1,0,0,0,1,2
288,302,0,1,0,0,0,0,0,0,0,0,1
289,303,0,1,0,0,0,0,0,1,0,1,3
290,304,0,2,0,0,0,3,0,1,1,2,9
291,305,0,1,0,0,0,0,0,1,0,1,3
292,306,0,1,1,0,0,0,0,1,0,1,4
293,307,0,0,0,0,0,0,1,0,0,1,2
294,308,0,1,0,1,1,0,1,0,2,1,7
295,309,0,3,2,1,1,2,0,0,3,2,14
296,310,0,1,2,0,0,2,0,0,2,1,8
297,311,0,1,3,1,1,3,0,0,2,2,13
298,312,0,2,1,2,1,0,0,0,0,1,7
299,313,0,1,0,1,0,0,0,1,0,0,3
300,314,0,8,3,1,0,0,1,1,0,2,16
301,315,0,1,0,0,0,0,0,1,0,0,2
302,316,0,1,0,0,0,3,0,1,1,2,8
303,317,0,3,0,0,0,3,0,2,1,2,11
304,318,0,1,0,0,0,0,1,1,0,0,3
305,319,0,0,0,0,0,0,0,0,1,1,2
306,320,0,2,1,0,0,0,0,0,0,1,4
307,321,0,1,0,0,0,1,1,0,0,1,4
308,322,0,1,0,0,1,0,1,0,1,1,5
309,323,0,0,0,0,0,0,1,0,0,1,2
310,324,0,0,0,0,0,1,0,0,1,1,3
311,325,0,1,0,1,1,1,0,0,2,1,7
312,326,0,0,0,1,0,0,1,0,2,1,5
313,327,0,0,0,0,0,1,1,0,2,1,5
314,328,0,1,0,0,0,0,1,0,2,1,5
315,329,0,0,0,0,0,0,3,0,0,1,4
316,330,0,1,0,0,0,0,0,0,0,0,1
317,331,0,1,0,0,0,0,2,0,2,1,6
318,332,0,0,0,0,0,0,2,0,0,2,4
319,333,0,0,0,0,0,0,0,0,0,1,1
320,334,0,0,0,0,0,0,0,0,0,1,1
321,335,0,0,0,0,0,0,1,1,0,2,4
322,336,1,0,0,0,2,0,3,0,0,1,7
323,337,0,1,2,0,1,0,4,0,1,1,10
324,338,0,2,0,2,1,0,0,0,5,24,34
325,339,0,2,0,1,0,0,0,0,0,8,11
326,340,0,2,0,0,1,1,7,1,1,4,17
327,341,0,1,1,2,2,1,11,0,11,8,37
328,342,0,0,0,1,1,0,10,0,6,2,20
329,343,1,1,8,21,10,0,3,0,13,12,69
330,344,0,0,0,2,0,0,4,0,6,2,14
331,345,0,1,0,3,0,0,3,3,2,6,18
332,346,1,2,2,12,3,0,2,1,7,9,39
333,347,3,2,7,12,3,4,4,2,17,20,74
334,348,3,0,0,1,0,0,3,0,1,5,13
335,349,1,0,3,5,0,1,2,0,12,18,42
336,350,0,2,1,11,0,0,5,1,1,6,27
337,351,1,1,2,5,3,2,2,0,8,9,33
338,352,2,1,3,3,0,2,1,0,2,3,17
339,353,0,0,1,1,1,1,1,0,3,2,10
340,354,0,0,2,1,1,2,0,0,2,1,9
341,355,1,3,2,1,5,2,4,0,3,4,25
342,356,0,1,0,0,1,0,2,0,0,3,7
343,357,0,1,0,0,1,0,8,0,2,3,15
344,358,0,2,1,4,1,0,2,2,8,7,27
345,359,0,3,0,0,0,0,1,1,2,10,17
346,360,0,1,1,4,4,0,2,4,7,3,26
347,361,0,0,0,4,3,0,10,4,6,1,28
348,362,0,1,0,1,3,0,5,3,3,1,17
349,363,0,0,1,1,1,0,2,0,4,4,13
350,364,0,0,0,1,0,0,2,0,4,3,10
351,365,0,1,0,0,0,0,3,0,1,3,8
352,366,0,1,1,4,1,0,3,2,7,4,23
353,367,1,0,0,0,0,3,5,0,11,3,23
354,368,1,1,3,7,1,3,7,2,12,3,40
355,369,1,1,0,0,0,3,1,0,6,3,15
356,370,0,4,0,1,0,0,1,0,4,6,16
357,371,0,1,2,0,1,0,1,0,2,2,9
358,372,0,0,0,0,1,0,0,0,1,2,4
359,373,0,0,1,0,1,0,3,0,2,4,11
360,374,0,0,0,0,1,0,2,0,6,3,12
361,375,0,0,0,0,2,0,0,0,1,2,5
362,376,0,1,0,0,1,0,0,0,0,0,2
363,377,0,2,2,0,0,0,1,0,1,1,7
364,378,1,2,0,0,0,3,3,0,7,1,17
365,379,0,1,1,1,1,0,0,1,3,2,10
366,380,0,0,0,0,2,1,0,0,2,2,7
367,381,1,2,0,0,1,0,1,0,7,3,15
368,382,0,0,0,0,1,0,0,0,2,1,4
369,383,0,0,0,0,1,0,0,0,1,0,2
370,384,0,0,0,0,0,0,0,0,1,0,1
371,385,0,0,0,1,0,0,0,0,2,1,4
372,386,0,0,1,1,1,0,2,0,6,3,14
373,387,0,0,1,2,0,0,0,0,2,2,7
374,388,0,1,0,0,1,0,0,0,0,0,2
375,389,0,1,0,0,1,1,0,0,0,0,3
376,390,0,1,0,0,1,0,0,0,0,1,3
377,391,0,0,0,0,1,0,0,0,0,0,1
378,392,0,1,0,0,0,0,0,0,0,0,1
379,393,1,1,1,0,0,0,0,0,0,0,3
380,394,0,0,0,0,0,0,0,0,0,0,0
381,395,0,0,0,0,0,0,0,0,0,1,1
382,396,0,0,0,0,0,1,0,0,0,1,2
383,397,0,0,0,0,0,0,0,0,0,1,1
384,398,1,0,0,0,0,2,0,0,0,0,3
385,399,0,0,0,0,0,2,0,0,0,0,2
386,400,0,0,0,0,0,2,0,0,0,1,3
387,401,0,1,0,0,0,0,0,0,0,1,2
388,402,0,1,0,0,0,0,0,0,0,1,2
389,403,0,2,0,0,0,0,1,0,0,2,5
390,404,0,2,0,0,0,3,1,0,0,1,7
391,405,0,3,0,0,0,0,0,1,0,0,4
392,406,0,2,0,0,0,0,0,0,0,1,3
393,409,0,0,0,0,0,0,0,0,0,0,0
394,411,0,1,0,0,0,0,0,0,0,0,1
395,413,0,0,1,0,0,1,0,0,0,0,2
396,414,0,2,1,0,0,0,0,0,0,0,3
397,415,0,1,0,0,1,0,0,4,1,0,7
398,420,0,0,0,0,0,1,0,2,1,0,4
399,425,1,0,0,0,0,2,0,3,2,1,9
400,426,1,0,0,0,0,1,0,3,1,1,7
401,427,0,0,0,0,0,1,0,2,1,0,4
402,431,0,1,0,0,0,0,0,0,0,0,1
403,432,0,1,0,1,0,0,0,0,0,0,2
404,433,1,0,1,0,0,0,0,0,0,0,2
405,435,0,1,1,0,0,0,0,0,0,0,2
406,436,0,3,0,0,1,0,0,3,1,0,8
407,437,0,0,0,0,1,0,0,0,0,3,4
408,438,0,0,0,0,1,1,0,1,0,3,6
409,439,0,0,2,0,1,1,0,0,0,1,5
410,441,0,0,0,0,1,0,0,1,0,5,7
411,442,1,0,0,1,0,0,1,4,1,1,9
412,443,0,1,1,0,2,1,1,0,2,0,8
413,444,0,1,1,1,0,0,1,0,0,0,4
414,445,0,3,1,1,0,1,1,3,1,2,13
415,446,1,0,0,1,0,0,0,3,6,2,13
416,447,1,0,0,1,0,0,0,3,2,2,9
417,448,1,1,2,2,0,0,1,0,2,3,12
418,449,1,1,2,2,0,0,0,2,1,3,12
419,450,1,3,0,0,0,0,0,0,0,3,7
420,451,3,2,2,0,7,4,1,1,7,2,29
421,452,0,4,0,0,0,1,2,0,3,3,13
422,453,0,2,0,2,1,0,1,0,6,3,15
423,454,1,2,0,3,2,0,0,0,12,5,25
424,455,3,1,0,2,2,0,0,2,7,5,22
425,456,1,3,1,4,2,1,0,0,21,6,39
426,457,0,1,3,1,1,0,1,0,11,4,22
427,458,0,1,1,0,0,0,2,0,1,5,10
428,459,2,0,3,0,0,0,3,0,0,3,11
429,460,0,2,1,2,0,0,1,1,1,4,12
430,461,2,3,0,2,1,0,0,1,10,5,24
431,462,0,3,0,0,0,0,0,0,4,4,11
432,463,0,4,0,1,1,0,0,0,15,5,26
433,464,1,4,0,1,0,0,0,1,9,6,22
434,465,1,1,0,1,0,0,0,0,11,5,19
435,466,0,0,0,4,1,0,0,1,6,5,17
436,467,0,2,0,5,1,0,1,5,0,1,15
437,468,0,1,0,6,2,0,1,1,5,4,20
438,469,0,2,0,5,0,0,0,0,4,4,15
439,470,0,7,0,3,1,1,0,4,10,4,30
440,471,1,5,0,0,0,0,0,0,13,5,24
441,472,0,2,0,4,1,0,0,4,10,5,26
442,473,0,1,1,2,3,2,4,0,11,6,30
443,474,1,1,1,0,0,1,4,0,10,5,23
444,475,0,2,0,7,4,2,0,0,10,1,26
445,476,1,3,0,3,1,1,0,0,8,7,24
446,477,0,2,0,5,2,3,5,2,11,12,42
447,478,1,2,0,0,0,0,2,2,9,9,25
448,479,0,2,0,1,0,0,2,2,5,3,15
449,480,1,2,0,1,0,0,2,0,0,0,6
450,481,0,1,0,1,0,0,3,1,1,0,7
451,482,0,0,0,0,0,0,1,1,1,0,3
452,483,1,1,0,0,0,0,1,0,0,0,3
453,484,0,1,2,12,6,2,1,0,11,3,38
454,485,1,2,1,0,0,0,3,5,13,4,29
455,486,2,2,0,0,0,0,1,2,8,4,19
456,487,0,1,1,23,2,0,0,1,16,11,55
457,488,2,3,0,12,6,0,0,2,19,17,61
458,489,0,2,0,7,7,1,2,0,26,4,49
459,490,0,4,1,2,2,0,1,0,10,11,31
460,491,0,4,0,4,3,1,1,0,7,2,22
461,492,1,0,0,8,3,2,0,0,7,1,22
462,493,0,0,2,13,8,0,0,1,20,21,65
463,494,1,4,1,5,5,0,2,0,17,15,50
464,495,1,3,1,5,2,3,2,0,5,5,27
465,496,1,4,0,4,5,1,3,0,19,3,40
466,497,0,0,7,20,15,0,0,0,17,22,81
467,498,0,0,3,5,5,1,0,0,11,14,39
468,499,1,1,4,4,10,2,1,1,14,18,56
469,500,0,4,6,13,8,0,3,1,12,11,58
470,501,0,0,2,8,2,0,2,0,5,8,27
471,502,0,2,2,13,1,0,1,1,8,15,43
472,503,0,2,0,8,2,0,2,0,0,10,24
473,504,0,1,2,8,2,0,3,0,12,13,41
474,505,0,2,0,2,1,0,2,0,7,8,22
475,506,0,0,5,9,1,1,1,0,10,16,43
476,507,0,2,3,5,7,0,2,0,7,9,35
477,508,0,1,4,11,12,0,1,0,13,17,59
478,509,0,1,3,8,4,3,1,0,3,8,31
479,510,0,3,2,7,5,0,0,0,2,1,20
480,511,0,2,1,2,4,2,1,0,2,0,14
481,512,0,6,0,6,1,0,4,1,2,5,25
482,513,0,0,0,2,2,1,0,1,11,10,27
483,514,0,0,0,2,0,1,7,0,7,5,22
484,515,0,1,2,6,2,0,4,0,9,12,36
485,516,0,1,0,3,2,0,3,1,5,13,28
486,517,0,1,0,0,0,1,2,2,6,3,15
487,518,0,0,0,1,2,2,1,0,7,7,20
488,519,0,1,2,0,0,0,2,0,2,1,8
489,520,0,3,9,6,8,0,1,1,3,4,35
490,521,0,1,4,3,1,0,0,0,5,3,17
491,522,6,12,1,4,2,1,0,2,48,10,86
492,523,0,8,1,1,1,0,1,1,5,5,23
493,524,0,6,0,0,0,0,2,0,6,3,17
494,525,0,0,1,2,5,3,5,0,1,4,21
495,526,0,0,0,3,5,4,6,0,9,8,35
496,527,2,1,4,12,0,1,2,0,2,4,28
497,528,0,0,0,4,3,2,5,0,1,9,24
498,529,1,1,3,3,3,0,1,1,6,2,21
499,530,3,2,0,0,0,0,2,2,0,1,10
500,531,2,1,0,0,1,0,2,0,11,2,19
501,532,3,0,0,0,3,0,2,0,8,3,19
502,533,1,3,4,7,3,2,3,0,2,3,28
503,534,0,2,4,9,2,1,2,0,2,2,24
504,535,2,2,2,7,0,3,2,2,1,2,23
505,536,0,2,2,8,1,2,1,0,7,3,26
506,537,0,1,3,9,0,2,1,0,2,2,20
507,538,0,3,5,6,3,1,2,0,4,2,26
508,539,2,4,4,4,5,0,2,0,5,2,28
509,540,2,1,0,0,1,0,2,0,10,2,18
510,541,1,0,6,3,3,6,4,0,8,4,35
511,542,2,0,5,2,2,3,4,0,10,4,32
512,543,1,1,1,2,4,0,7,0,9,7,32
513,544,0,2,4,2,2,1,4,0,7,4,26
514,545,0,2,1,1,2,0,0,0,8,2,16
515,546,0,2,0,1,2,1,0,0,8,3,17
516,547,1,1,6,1,8,4,1,0,5,1,28
517,548,0,2,4,2,6,1,6,0,12,2,35
518,549,0,0,5,0,6,1,6,0,9,1,28
519,550,0,0,2,3,4,1,3,0,9,1,23
520,551,1,0,0,1,0,2,2,0,3,0,9
521,552,1,6,1,3,1,1,2,0,6,3,24
522,553,0,0,1,0,0,0,0,0,1,4,6
523,554,0,0,0,0,0,0,1,0,0,2,3
524,555,0,1,0,0,1,0,1,0,1,4,8
525,556,0,1,1,0,1,0,0,0,1,2,6
526,557,1,1,0,0,1,0,0,0,1,3,7
527,558,1,0,0,0,0,0,0,0,8,3,12
528,559,1,0,0,0,0,0,1,0,1,5,8
529,560,0,0,0,0,0,0,1,0,0,2,3
530,561,0,0,0,1,0,0,0,0,6,3,10
531,562,0,0,1,1,2,0,0,0,7,2,13
532,563,0,3,1,2,4,0,0,0,14,4,28
533,564,0,2,4,1,5,1,1,0,4,1,19
534,565,1,1,0,0,0,2,0,0,1,1,6
535,566,0,0,0,2,3,1,2,0,3,0,11
536,567,0,1,4,0,1,0,3,0,5,1,15
537,568,0,1,1,0,1,1,1,0,5,2,12
538,569,0,0,2,2,3,1,1,0,1,0,10
539,570,0,0,2,1,2,0,2,0,5,1,13
540,571,0,0,2,0,1,0,1,0,5,1,10
541,572,0,1,2,0,1,0,1,0,1,0,6
542,573,0,0,1,0,0,0,0,0,0,1,2
543,574,0,1,0,0,0,0,0,0,0,1,2
544,575,0,0,4,0,1,0,1,0,1,0,7
545,576,2,2,3,3,5,2,9,0,6,1,33
546,577,0,1,3,2,4,2,6,0,12,1,31
547,578,0,3,2,3,1,0,0,0,7,4,20
548,579,0,1,1,4,2,0,3,1,7,2,21
549,580,0,3,2,1,1,0,1,0,3,3,14
550,581,0,2,1,0,6,1,4,1,15,1,31
551,582,0,4,7,1,5,0,4,0,15,6,42
552,583,0,2,3,11,3,0,0,0,5,5,29
553,584,0,1,0,8,1,0,2,1,0,1,14
554,585,0,0,1,1,1,0,3,0,7,7,20
555,586,0,2,4,3,4,0,7,0,14,11,45
556,587,2,0,6,2,1,1,0,1,9,4,26
557,588,1,1,10,3,2,0,4,1,14,7,43
558,589,0,1,1,1,1,0,1,0,2,3,10
559,590,1,0,1,1,1,1,0,2,3,4,14
560,591,0,1,1,2,0,0,0,2,0,4,10
561,592,0,1,1,2,0,0,1,0,0,2,7
562,593,0,2,1,1,0,0,1,0,2,1,8
563,594,0,1,1,0,1,0,1,0,4,2,10
564,595,0,1,7,4,2,0,3,0,8,7,32
565,596,0,1,10,0,1,0,4,0,7,5,28
566,597,1,1,2,3,1,0,3,0,8,2,21
567,598,0,2,0,3,1,1,6,0,21,3,37
568,599,0,2,3,6,3,5,5,0,9,7,40
569,600,0,2,4,6,2,0,4,1,8,6,33
570,601,1,5,2,5,2,0,3,2,13,3,36
571,602,0,0,1,1,1,0,3,1,7,3,17
572,603,2,1,0,0,1,0,1,2,0,1,8
573,604,2,2,1,0,2,0,1,1,10,1,20
574,605,0,1,1,0,3,0,3,1,20,2,31
575,606,2,2,2,2,1,0,2,0,10,0,21
576,607,0,4,4,3,2,1,1,0,13,2,30
577,608,1,4,5,2,1,0,1,0,8,1,23
578,609,0,4,6,4,3,0,2,0,9,1,29
579,610,0,0,0,0,0,0,0,0,9,3,12
580,611,0,1,0,0,0,0,0,0,2,2,5
581,612,0,2,1,2,2,0,3,0,9,7,26
582,613,0,0,0,0,0,0,0,0,8,3,11
583,614,0,0,1,0,1,0,1,0,5,1,9
584,615,0,4,1,4,3,1,4,0,17,7,41
585,616,1,2,0,3,0,0,3,0,11,2,22
586,617,1,3,0,5,0,0,5,0,9,2,25
587,618,0,1,12,1,14,1,3,0,5,2,39
588,619,0,1,3,1,4,0,3,0,13,2,27
589,620,0,0,0,1,0,0,0,0,7,3,11
590,621,0,0,0,2,1,0,0,0,14,6,23
591,622,0,1,0,0,0,0,0,0,3,3,7
592,623,1,0,0,0,1,0,3,0,2,2,9
593,624,0,2,1,1,0,0,0,0,6,2,12
594,625,0,1,0,0,0,0,1,0,5,5,12
595,626,0,0,0,0,0,0,0,0,1,1,2
596,627,0,2,0,0,0,0,0,0,6,3,11
597,628,0,1,0,0,0,1,0,0,0,0,2
598,629,0,1,0,0,1,1,0,0,0,0,3
599,630,0,3,0,1,0,0,0,0,0,1,5
600,631,0,0,0,0,1,0,0,0,0,0,1
601,632,0,0,0,0,0,0,1,0,0,1,2
602,633,0,0,1,1,1,1,0,0,0,2,6
603,634,0,1,1,2,0,0,0,0,0,2,6
604,635,0,0,1,1,0,0,1,0,0,2,5
605,636,0,0,0,0,0,1,0,0,0,0,1
606,637,0,1,1,0,0,1,0,0,1,2,6
607,638,0,0,0,0,2,0,0,0,1,3,6
608,639,0,0,0,0,0,1,0,0,0,2,3
609,640,0,0,0,0,0,1,1,0,0,2,4
610,641,0,0,0,0,0,1,1,0,0,1,3
611,642,0,1,0,0,0,1,1,0,0,0,3
612,643,0,0,0,0,0,0,0,0,0,2,2
613,644,0,0,0,0,1,1,0,0,0,2,4
614,645,0,1,0,0,2,1,0,0,1,2,7
615,646,0,0,0,0,1,0,0,1,0,6,8
616,647,0,0,0,0,1,0,0,1,0,5,7
617,648,0,0,0,0,1,0,0,1,0,4,6
618,649,0,0,0,0,2,1,0,0,0,3,6
619,650,0,0,0,0,2,1,1,0,0,3,7
620,651,0,0,0,0,2,1,1,0,0,3,7
621,652,0,1,0,0,0,0,0,1,1,5,8
622,653,0,1,1,0,0,0,0,1,1,3,7
623,654,0,1,1,1,0,0,0,0,0,2,5
624,655,0,0,0,0,0,0,0,0,0,1,1
625,656,0,0,0,0,0,0,0,0,0,1,1
626,657,0,2,2,0,1,1,0,0,0,1,7
627,658,0,0,3,0,1,1,0,0,0,1,6
628,659,0,0,1,0,0,0,0,0,0,1,2
629,660,0,0,0,0,0,0,0,0,0,1,1
630,661,1,0,0,0,0,1,0,3,1,1,7
631,662,0,1,1,0,0,0,0,0,0,1,3
632,663,0,1,0,0,0,0,0,0,0,0,1
633,664,0,1,0,0,0,0,0,0,0,0,1
634,665,0,1,0,0,0,0,0,0,0,0,1
635,666,0,0,0,0,0,0,1,0,0,0,1
636,668,0,0,0,0,0,1,0,0,0,2,3
637,669,1,1,4,1,0,0,1,1,3,3,15
638,670,0,1,0,0,0,0,0,0,0,0,1
639,671,0,2,1,0,0,0,0,0,0,1,4
640,672,0,1,0,0,0,0,0,0,0,1,2
641,673,0,2,0,1,1,0,0,0,1,2,7
642,674,1,1,0,1,2,1,0,3,2,2,13
643,676,0,1,0,1,0,0,0,0,0,0,2
644,677,1,0,2,1,1,2,0,0,0,1,8
645,678,0,0,0,1,1,1,0,0,0,0,3
646,679,1,1,1,1,2,0,0,0,1,2,9
647,680,0,0,0,0,1,1,0,3,0,1,6
648,681,1,0,0,0,0,1,0,0,0,1,3
649,682,0,0,0,1,2,1,0,0,0,0,4
650,683,0,0,1,0,0,1,0,0,0,0,2
651,684,0,0,0,1,1,1,1,0,0,0,4
652,685,1,1,1,1,1,0,0,0,1,2,8
653,686,0,1,0,0,0,1,1,0,0,2,5
654,687,0,0,0,0,0,0,1,0,0,0,1
655,688,0,0,0,0,3,1,1,0,1,1,7
656,689,0,0,0,0,0,0,1,0,0,0,1
657,690,0,0,1,0,0,2,0,0,0,0,3
658,691,0,0,0,0,0,1,0,0,0,0,1
659,692,0,1,2,0,1,4,1,0,2,4,15
660,693,0,1,0,0,0,0,0,0,1,1,3
661,694,0,1,1,0,0,0,1,0,1,1,5
662,695,0,2,4,2,10,6,2,0,2,3,31
663,696,0,1,5,3,3,5,2,1,5,5,30
664,697,0,0,0,0,0,0,1,0,0,1,2
665,698,0,1,2,0,1,4,2,0,2,3,15
666,699,0,1,0,0,0,0,1,0,1,2,5
667,700,0,0,0,0,0,0,1,0,0,1,2
668,701,0,0,1,0,0,0,2,0,1,2,6
669,702,0,0,1,0,0,0,1,0,0,1,3
670,703,0,1,1,0,0,0,3,0,1,3,9
671,704,0,1,1,0,0,0,1,0,0,2,5
672,705,0,1,0,0,0,0,1,2,0,1,5
673,706,0,0,1,0,3,1,1,1,1,1,9
674,707,0,1,1,0,0,0,0,0,0,1,3
675,708,1,1,0,1,0,0,0,0,18,5,26
676,709,1,1,3,0,8,0,1,1,10,3,28
677,710,1,1,2,0,3,0,0,0,5,1,13
678,711,0,1,2,0,3,0,0,0,6,2,14
679,712,1,1,3,0,5,0,0,0,8,4,22
680,713,1,5,1,0,0,0,1,0,31,6,45
681,714,0,1,0,1,0,0,0,0,29,5,36
682,715,0,1,0,0,0,0,0,0,20,4,25
683,716,1,1,0,0,0,0,0,0,27,4,33
684,717,0,1,0,0,0,0,0,0,18,4,23
685,718,0,1,0,0,0,0,0,0,19,3,23
686,719,0,1,0,0,0,0,0,0,20,2,23
687,720,1,2,0,0,1,1,0,0,24,3,32
688,721,0,1,0,0,0,1,0,0,17,3,22
689,722,1,1,0,0,0,1,0,0,26,4,33
690,723,0,1,0,0,0,1,0,0,16,2,20
691,724,0,0,0,2,1,1,0,0,9,3,16
692,725,0,1,2,0,1,1,1,0,6,5,17
693,726,6,1,3,1,9,0,5,0,1,3,29
694,727,0,0,2,0,9,2,1,1,6,4,25
695,728,2,6,8,8,22,4,7,1,12,9,79
696,729,1,4,3,2,0,0,2,0,3,7,22
697,730,0,1,1,1,0,0,1,0,4,4,12
698,731,1,0,4,3,0,2,4,0,11,17,42
699,732,1,0,2,2,0,0,2,0,1,2,10
700,733,2,0,2,6,2,3,3,1,18,23,60
701,734,0,2,1,5,0,0,1,0,0,3,12
702,735,0,0,0,5,0,0,2,0,1,3,11
703,736,0,0,0,4,0,0,2,1,8,6,21
704,737,0,0,0,2,0,0,2,0,2,3,9
705,738,0,0,1,1,0,0,0,0,1,1,4
706,739,0,0,1,1,0,0,0,0,0,1,3
707,740,1,0,0,4,0,0,2,3,7,13,30
708,741,0,0,0,4,0,0,2,2,0,6,14
709,742,0,0,1,3,0,0,2,2,0,6,14
710,743,0,0,2,6,0,0,4,2,1,9,24
711,744,0,0,0,1,0,1,0,0,0,1,3
712,745,0,0,0,1,0,2,0,0,0,1,4
713,746,0,0,0,1,0,1,0,0,0,1,3
714,747,0,0,0,1,0,1,1,0,0,1,4
715,749,0,0,0,0,0,0,0,0,1,0,1
716,750,0,0,0,0,0,0,0,0,0,1,1
717,751,0,0,0,0,0,0,0,0,0,1,1
718,752,0,0,0,0,0,0,0,0,0,1,1
719,753,0,0,0,0,1,0,0,0,0,0,1
720,754,0,1,0,0,0,0,0,0,1,7,9
721,756,0,0,0,0,0,0,0,0,1,4,5
722,757,0,1,1,0,0,1,0,0,0,1,4
723,758,0,2,3,0,0,0,0,0,1,2,8
724,759,0,1,1,0,2,0,0,0,1,2,7
725,760,0,1,0,0,0,0,0,1,0,0,2
726,761,0,1,0,0,0,0,0,0,0,0,1
727,762,0,0,0,0,0,0,0,1,0,0,1
728,763,0,0,0,1,0,0,0,1,0,0,2
729,764,0,1,1,1,1,0,1,1,0,6,12
730,765,0,4,1,0,3,0,2,0,1,8,19
731,766,1,1,4,0,0,0,0,1,2,4,13
732,767,0,2,3,1,4,0,1,0,0,9,20
733,768,0,0,0,0,1,2,0,0,0,1,4
734,769,0,0,0,1,0,0,0,0,0,3,4
735,770,0,1,1,3,2,1,0,1,0,5,14
736,771,0,0,0,0,0,0,0,0,0,1,1
737,772,1,0,12,1,5,1,0,0,2,8,30
738,773,1,3,1,2,0,0,0,0,0,3,10
739,774,0,3,0,1,1,0,0,0,0,2,7
740,775,0,0,0,1,1,0,0,0,0,2,4
741,776,0,0,0,2,0,0,0,0,0,1,3
742,777,0,0,0,1,0,0,0,0,0,1,2
743,778,3,1,3,1,0,0,0,0,1,4,13
744,779,0,0,0,3,0,0,0,2,7,7,19
745,780,1,0,1,6,0,0,1,3,13,8,33
746,781,2,0,9,4,1,0,2,4,13,6,41
747,782,2,3,5,3,0,0,2,1,9,6,31
748,783,4,4,2,3,0,0,2,0,4,4,23
749,784,1,6,4,1,9,3,3,0,9,7,43
750,785,0,2,4,0,11,2,3,0,10,8,40
751,786,3,2,1,1,1,0,1,0,4,3,16
752,787,1,1,1,3,4,0,3,0,4,5,22
753,788,0,0,1,2,3,0,1,0,12,2,21
754,789,0,0,0,1,0,0,2,0,6,1,10
755,790,0,0,0,0,1,0,1,0,0,4,6
756,791,0,0,0,0,1,0,2,0,6,1,10
757,792,0,0,0,0,0,0,5,0,0,1,6
758,793,0,0,0,0,1,0,4,0,6,1,12
759,794,0,0,0,0,0,0,4,0,0,0,4
760,795,0,0,0,0,1,0,1,0,6,0,8
761,796,0,0,0,1,0,0,1,0,6,3,11
762,797,0,1,0,0,1,0,2,0,4,1,9
763,798,0,2,0,1,0,0,0,0,5,2,10
764,799,0,1,0,0,1,0,2,0,9,0,13
765,800,0,1,1,0,0,0,0,0,14,1,17
766,801,0,1,1,1,0,0,1,0,17,0,21
767,802,0,8,0,1,0,0,0,2,19,14,44
768,803,0,5,1,3,2,0,1,1,15,3,31
769,804,0,7,1,3,5,0,1,2,18,8,45
770,805,0,13,1,3,2,0,2,1,43,26,91
771,806,0,2,0,1,2,1,0,8,7,11,32
772,807,1,6,0,1,3,0,2,15,15,11,54
773,808,0,10,1,0,0,0,2,0,6,4,23
774,809,0,3,0,0,1,0,0,0,6,3,13
775,810,0,4,0,1,1,0,0,0,11,4,21
776,811,5,20,1,1,2,1,1,2,51,15,99
777,812,0,1,0,0,0,0,0,0,12,2,15
778,813,0,1,0,0,1,0,0,0,3,2,7
779,814,0,2,0,0,0,1,1,1,18,6,29
780,815,3,5,1,0,1,1,0,1,33,9,54
781,816,3,7,1,1,1,0,1,2,22,5,43
782,817,0,2,1,0,0,0,0,0,19,6,28
783,818,1,2,0,1,1,0,0,0,15,5,25
784,819,1,1,0,1,0,1,0,0,17,1,22
785,820,0,11,1,0,2,0,0,0,27,5,46
786,821,0,1,0,4,0,0,0,7,0,3,15
787,822,0,0,0,4,0,0,0,3,1,6,14
788,823,1,1,0,2,2,0,0,8,5,5,24
789,824,1,3,0,7,2,0,1,0,1,2,17
790,825,0,1,0,6,1,0,0,7,1,4,20
791,826,1,2,0,4,3,0,0,11,6,3,30
792,827,1,1,0,3,2,0,0,12,5,2,26
793,828,0,3,2,8,6,2,1,0,25,3,50
794,829,0,5,2,6,8,2,2,0,10,3,38
795,830,1,2,0,5,6,0,0,11,9,4,38
796,831,1,2,0,5,5,0,0,0,5,4,22
797,832,0,2,0,3,6,0,1,0,20,3,35
798,833,0,1,0,1,1,0,0,1,6,4,14
